MM,MM_ReasonForExclusion,CRJ_after_cleaning,CRJ,CRJ_ReasonForExlcusion,Consensus,Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
No,Not peer-reviewed,No,No,"Not peer reviewed, website",1,0,"P Natarajan, B Rogers",Applied Machine Learning for Healthcare,2017,Demystifying Big Data and Machine Learning …,CRC Press,,,291,2020-07-21 11:39:01,CITATION,,,0,0,0,2,3,
No,Abstract,No,No,"Physiochallenge, insufficient data (discuss with Michael)",1,2,"P Nejedly, F Plesinger, I Viscor…",Prediction of Sepsis Using LSTM Neural Network With Hyperparameter Optimization With a Genetic Algorithm,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005911/,"https://scholar.google.com/scholar?cites=159085107427722480&as_sdt=2005&sciodt=0,5&hl=en",310,2020-07-21 11:39:01,,,,2,2,1,4,1,… method use forward fill method that is widely used among sepsis detection studies [5 … The machine learning pipeline was programmed in Python 3.6 programming language while using standard … whether and to which extent are other features relevant for the sepsis prediction …
No,Review,No,No,Review,1,0,"P Palma, J Rello",Precision medicine for the treatment of sepsis: recent advances and future prospects,2019,Expert Review of Precision Medicine and Drug …,Taylor & Francis,https://www.tandfonline.com/doi/abs/10.1080/23808993.2019.1626714,,161,2020-07-21 11:39:01,,,,0,0,0,2,1,… Prediction models based on electronic medical records (EMR) and developed with artificial intelligence algorithms are … and explore clinical sepsis phenotypes that stratify patients into relevant clusters using artificial intelligence and machine learning methodology; second …
No,Patent,No,No,Patent,1,0,"P Soon-Shiong, V Rangadass, R Seshadri",Personal health operating system,2019,"US Patent 10,262,759",Google Patents,https://patents.google.com/patent/US10262759B2/en,,687,2020-07-21 11:39:01,,,,0,0,0,3,1,"US10262759B2 - Personal health operating system - Google Patents. Personal health operating system. Download PDF Info. Publication number US10262759B2. US10262759B2 US14/657,679 US201514657679A US10262759B2 …"
No,Not peer-reviewed,No,No,Commentary/Opinion/Editorial,1,0,"P Subías, V Ribas, BD CoE",Big Data for Critical Care,2018,Big Data CoE,bigdatabcn.com,https://www.bigdatabcn.com/wp-content/uploads/2019/01/Big-Data-for-Critical-Care.pdf,,409,2020-07-21 11:39:01,PDF,,,0,0,0,3,2,"… KI-99, Advances in Artificial Intelligence, 23rd Annual German Conference on Artificial Intelligence … Machine-learning to characterise neonatal functional connectivity in the preterm brain … [68] Brause R, Hanisch E, Paetz J, Arlt B. Neural networks for sepsis prediction - the MEDAN …"
No,"Out of scope: Not ICU, but ED",No,No,ER Population,1,0,"PA Prasad, MC Fang, N Van Groningen…","What Comes First in Sepsis-Systemic Inflammatory Response Syndrome (SIRS), the Sequential Organ Failure Assessment (SOFA), or the Quick Sepsis Related …",2018,… INTELLIGENCE IN …,atsjournals.org,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2018.197.1_MeetingAbstracts.A4441,,294,2020-07-21 11:39:01,,,,0,0,0,4,2,"C15 CRITICAL CARE: BIG DATA AND ARTIFICIAL INTELLIGENCE IN CRITICAL ILLNESS / Mini Symposium / Tuesday, May 22/9:15 AM-11:15 AM / Room 29 AD … Increasingly, automated alerts embedded in electronic health records (EHRs) can help expedite sepsis detection …"
No,Pediatric,No,No,Neonatal population,1,0,PAG Dias,Exploração de sinais cardiotocográficos e de dados clínicos obstétricos para predição de sépsis neonatal e asfixia perinatal,2019,,repositorio-aberto.up.pt,https://repositorio-aberto.up.pt/bitstream/10216/123390/2/362529.pdf,,698,2020-07-21 11:39:01,PDF,,,0,0,0,1,1,Page 1. MESTRADO EM INFORMÁTICA MÉDICA (2.º CICLO DE ESTUDOS) Exploração de sinais cardiotocográficos e de dados clínicos obstétricos para predição de sépsis neonatal e asfixia perinatal Patrícia Adriana Guimarães Dias M 2019 Page 2 …
No,Out of scope: architectural design of hospitals,No,No,Out of scope: Health care architecture,1,0,"PB Draganov, MC Sanna",Documentary analysis in the study of architectural designs of a hospital in the city of São Paulo,2020,Revista Brasileira de Enfermagem,SciELO Brasil,https://www.scielo.br/scielo.php?pid=S0034-71672020000300503&script=sci_arttext,,339,2020-07-21 11:39:01,HTML,,,0,0,0,2,1,
No,Duplicate,No,No,Duplicate of above,1,0,"PB Draganov, MC Sanna",A análise documental no estudo de projetos arquitetônicos de um hospital paulistano,2020,Revista Brasileira de Enfermagem,SciELO Brasil,https://www.scielo.br/scielo.php?pid=S0034-71672020000300503&script=sci_arttext&tlng=pt,,428,2020-07-21 11:39:01,HTML,,,0,0,0,2,1,
No,Out of scope: urology,No,No,Out of scope: Urology,1,3,"PC Lin, HC Huang, M Komorowski, WK Lin…",A machine learning approach for predicting urine output after fluid administration,2019,Computer methods and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0169260718318182,"https://scholar.google.com/scholar?cites=10845737617994909142&as_sdt=2005&sciodt=0,5&hl=en",94,2020-07-21 11:39:01,HTML,,,3,3,1,5,1,… A machine learning approach for predicting urine output after fluid administration … Highlights. • We proposed a machine learning method to solve a clinical unmet need in predicting urine output in sepsis patients after fluid resuscitation. • …
No,Review,No,No,Review,1,0,PM Kasson,Infectious Disease Research in the Era of Big Data,2020,Annual Review of Biomedical Data Science,annualreviews.org,https://www.annualreviews.org/doi/abs/10.1146/annurev-biodatasci-121219-025722,,277,2020-07-21 11:39:01,,,,0,0,0,1,1,"… In addition to infectious disease transmission, much work has been devoted to predict- ing patient decompensation due to infection, namely sepsis prediction in an inpatient setting (81–85). Most work in this regard leverages both hospital laboratory and telemetry data to …"
No,Patent,No,No,Patent,1,0,"PM Spencer, RA Lukaszewski, L Craddock…","Apparatus, kits and methods for the prediction of onset of sepsis",2020,US Patent …,Google Patents,https://patents.google.com/patent/US10597720B2/en,,613,2020-07-21 11:39:01,,,,0,0,0,4,1,"US10597720B2 - Apparatus, kits and methods for the prediction of onset of sepsis - Google Patents. Apparatus, kits and methods for the prediction of onset of sepsis. Download PDF Info. Publication number US10597720B2. US10597720B2 …"
No,Patent,No,No,Patent,1,0,"PM Spencer, RA Lukaszewski, L Craddock…","Apparatus, kits and methods for the prediction of onset of sepsis",2020,US Patent App. 16 …,Google Patents,https://patents.google.com/patent/US20200172978A1/en,,631,2020-07-21 11:39:01,,,,0,0,0,4,1,"US20200172978A1 - Apparatus, kits and methods for the prediction of onset of sepsis - Google Patents. Apparatus, kits and methods for the prediction of onset of sepsis. Download PDF Info. Publication number US20200172978A1 …"
No,Thesis,No,No,Out of scope: Natural language Processing ,1,0,PNO CONTENT,Natural Language Processing for Improving the Sensitivity and Specificity of Clinical Decision Support,,ukdiss.com,,https://ukdiss.com/examples/natural-language-processing.php,,383,2020-07-21 11:39:01,HTML,,,0,0,0,1,,… number of research and integration of machine learning and Artificial intelligence techniques (Wright & … for sepsis clinical decision support at emergency department triage using machine learning … Multicentre validation of a sepsis prediction algorithm using only vital sign data in …
No,Not peer-reviewed,No,No,"Not peer reviewed, website",1,0,PR Murray,"Sepsis Diagnosis: The Path Forward Published on September 15, 2015",2015,clpmag.com,,http://www.clpmag.com/2015/09/sepsis-diagnosis-path-forward/,,341,2020-07-21 11:39:01,HTML,,,0,0,0,1,5,"Over the past decade, the number of hospital admissions for sepsis following healthcare-associated infections has increased up to three-fold."
No,Abstract (Physionet Challenge),No,No,"Physiochallenge, insufficient data (discuss with Michael)",1,0,"PY Hsu, C Holtz",A Comparison of Machine Learning Tools for Early Prediction of Sepsis from ICU Data,2019,2019 Computing in Cardiology (CinC),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005834/,,48,2020-07-21 11:39:01,,,,0,0,0,2,1,"… 1.1. Prior Work Effective models for early sepsis prediction are desired since sepsis is a life-threatening condition … There is a maturing body of prior work on data-driven sepsis detection methods applying machine learning algo- rithms [3, 4]. In [3] and [4], unique …"
Yes,,Yes,Yes,,1,95,"Q Mao, M Jay, JL Hoffman, J Calvert, C Barton…","Multicentre validation of a sepsis prediction algorithm using only vital sign data in the emergency department, general ward and ICU",2018,BMJ open,bmjopen.bmj.com,https://bmjopen.bmj.com/content/8/1/e017833.abstract,"https://scholar.google.com/scholar?cites=733360803956561990&as_sdt=2005&sciodt=0,5&hl=en",6,2020-07-21 11:39:01,HTML,,,95,47.5,16,6,2,"… Objectives We validate a machine learning-based sepsis-prediction algorithm (InSight) for the detection and … Machine learning is applied to the detection and prediction of three separate sepsis … costs.7–9 Despite clear benefits, early and accurate sepsis detection remains a …"
No,Abstract (Physionet Challenge),No,No,"Physiochallenge, insufficient data (discuss with Michael)",1,0,"Q Yu, X Huang, W Li, C Wang…",Using Features Extracted From Vital Time Series for Early Prediction of Sepsis,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005646/,,286,2020-07-21 11:39:01,,,,0,0,0,5,1,"… sepsis in the intensive care unit with minimal electronic health record data: a machine learning approach … Multicentre validation of a sepsis prediction algorithm using only vital sign data in the emergency department, general … A computation- al approach to early sepsis detection …"
No,Out of scope: Mortality prediction,No,No,"Out of scope: Mortality prediction, septic shock",1,0,"R Arnold, A Jones, N Shapiro, S Trzeciak, RP Dellinger",Prospective multicenter study of the effect of early fluid resuscitation on trends in IL-6 and TNFα levels in severe sepsis,2010,Critical Care,Springer,https://link.springer.com/article/10.1186/cc9127,,561,2020-07-21 11:39:01,,,,0,0,0,5,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Out of scope: not about sepsis onset prediction,No,No,Preprint (double check with Michael),1,10,"R Brause, E Hanisch, J Paetz…",Neural Networks for sepsis prediction-the MEDAN-Project,2004,Journal fur …,www-staff.informatik.uni-frankfurt.de,http://www-staff.informatik.uni-frankfurt.de/asa/papers/Bremen2004-PaperC.pdf,"https://scholar.google.com/scholar?cites=10276013879898739245&as_sdt=2005&sciodt=0,5&hl=en",205,2020-07-21 11:39:01,PDF,,,10,0.63,3,4,16,"Page 1. Neural Networks for Sepsis Prediction - the MEDAN-Project 1 R. Brause, E. Hanisch, J. Paetz, B. Arlt 1. Introduction … of the 1st Indian Int. Conf. on Artificial Intelligence (IICAI), Hyderabad, India, 2003. (14) Sfeir T, Saha DC, Astiz M, Rackow EC …"
No,Review,No,No,Review,1,85,"R Challen, J Denny, M Pitt, L Gompels…","Artificial intelligence, bias and clinical safety",2019,BMJ Quality & …,qualitysafety.bmj.com,https://qualitysafety.bmj.com/content/28/3/231.abstract,"https://scholar.google.com/scholar?cites=4969236563150103914&as_sdt=2005&sciodt=0,5&hl=en",33,2020-07-21 11:39:01,,,,85,85,17,5,1,"… In medicine, artificial intelligence (AI) research is becoming increasingly focused on applying machine learning (ML) techniques to complex problems, and so allowing computers to make predictions from large amounts of patient data, by learning their own associations.1 …"
No,Perspective,No,No,Commentary/Opinion/Editorial,1,1,"R Challen, S Target",Emerging Safety Issues in Artificial Intelligence,2019,PSNet AHRQ,,,"https://scholar.google.com/scholar?cites=12320901897051155391&as_sdt=2005&sciodt=0,5&hl=en",243,2020-07-21 11:39:01,CITATION,,,1,1,1,2,1,
No,Not about Sepsis Prediction,No,No,Book chapter,1,11,"R Chandrashekar, M Kala, D Mane",Integration of Big Data in Cloud computing environments for enhanced data processing capabilities,2015,International Journal of Engineering …,Citeseer,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.736.8770&rep=rep1&type=pdf,"https://scholar.google.com/scholar?cites=10777013570777647811&as_sdt=2005&sciodt=0,5&hl=en",456,2020-07-21 11:39:01,PDF,,,11,2.2,4,3,5,"… leverages some of the finest open source Big Data technologies that include Data Mining / Machine Learning, Advanced Visualisation … Early Sepsis Detection: Severe sepsis (acute organ dysfunction secondary to infection) and septic shock are major healthcare problems …"
No,Not about Sepsis Prediction,No,No,Out of scope: Mortality prediction of critially ill patients,1,5,"R Das, DJ Wales",Machine learning landscapes and predictions for patient outcomes,2017,Royal Society open science,royalsocietypublishing.org,https://royalsocietypublishing.org/doi/abs/10.1098/rsos.170175,"https://scholar.google.com/scholar?cites=9471639535662629986&as_sdt=2005&sciodt=0,5&hl=en",517,2020-07-21 11:39:01,,,,5,1.67,3,2,3,"… Section. Open Access. Research article. Machine learning landscapes and predictions for patient outcomes … 2. Machine learning fits and predictions. The first fitting functions considered were three-layer neural networks (figure 1) containing input, output and hidden nodes [22] …"
No,Patent,No,No,Patent,1,0,"R Das, S Mataraso, J Calvert",Patient filtering based on likelihood of side effects,2019,"US Patent App. 15/934,986",Google Patents,https://patents.google.com/patent/US20190295702A1/en,,478,2020-07-21 11:39:01,,,,0,0,0,3,1,US20190295702A1 - Patient filtering based on likelihood of side effects - Google Patents. Patient filtering based on likelihood of side effects. Download PDF Info. Publication number US20190295702A1. US20190295702A1 US15 …
No,Not about Sepsis Prediction,No,No,Out of scope: Microbiology,1,16,"R Frost, H Newsham, S Parmar…",Impact of delayed antimicrobial therapy in septic ITU patients,2010,Critical …,ccforum.biomedcentral.com,https://ccforum.biomedcentral.com/articles/10.1186/cc9123,"https://scholar.google.com/scholar?cites=15799138866678038978&as_sdt=2005&sciodt=0,5&hl=en",502,2020-07-21 11:39:01,,,,16,1.6,4,4,10,"… A LogitBoost algorithm was used to create a machine-learning diagnostic rule in which to predict sepsis outcomes … Using subsets of these biomarkers in the MT-PCR assay, the ROC AUC for sepsis prediction was between 85 and 90 …"
No,Not about Sepsis Prediction,No,No,Commentary/Opinion/Editorial,1,2160,"R Hillestad, J Bigelow, A Bower, F Girosi, R Meili…","Can electronic medical record systems transform health care? Potential health benefits, savings, and costs",2005,Health …,healthaffairs.org,https://www.healthaffairs.org/doi/abs/10.1377/hlthaff.24.5.1103,"https://scholar.google.com/scholar?cites=13686744864255541335&as_sdt=2005&sciodt=0,5&hl=en",536,2020-07-21 11:39:01,,,,2160,144,360,6,15,Login to your account …
No,Not about Sepsis Prediction,No,No,Out of scope: Microbiology,1,4,"R Humphries, T Di Martino",Effective implementation of the Accelerate Pheno™ system for positive blood cultures,2019,Journal of Antimicrobial …,academic.oup.com,https://academic.oup.com/jac/article-abstract/74/Supplement_1/i40/5300217,"https://scholar.google.com/scholar?cites=17531428332399226340&as_sdt=2005&sciodt=0,5&hl=en",321,2020-07-21 11:39:01,,,,4,4,2,2,1,"Abstract. Using conventional methods, organism identification (ID) and antibiotic susceptibility testing (AST) results are available ∼1.5–3 days after positive."
No,Out of scope: Not ICU,No,No,Out of scope: ICU admission prediction of septic patients,1,26,"R Jouffroy, A Saade, S Ellouze, A Carpentier…","Prehospital triage of septic patients at the SAMU regulation: comparison of qSOFA, MRST, MEWS and PRESEP scores",2018,The American journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0735675717308343,"https://scholar.google.com/scholar?cites=17220666834256440621&as_sdt=2005&sciodt=0,5&hl=en",214,2020-07-21 11:39:01,HTML,,,26,13,5,5,2,"… mRST: Modified Robson screening tool, qSOFA: quick Sequential (Sepsis-related) Organ Failure Assessment, MEWS: Modified Early Warning Score, PRESEP: Prehospital Early Sepsis Detection … For this purpose, a machine learning approach described by Desautels et al …"
No,Pediatric,No,No,Out of scope: dynamic visual analytic tool,1,0,"R Kamaleswaran, A James, C Collins…",CoRAD: Visual Analytics for Cohort Analysis,2016,2016 IEEE …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/7776411/,,644,2020-07-21 11:39:01,,,,0,0,0,4,4,"Page 1. CoRAD: Visual Analytics for Cohort Analysis Rishikesan Kamaleswaran University of Ontario Institute of Technology Oshawa, Canada rishikesan. kamaleswaran@uoit.ca Christopher Collins University of Ontario Institute …"
No,Pediatric,No,No,Pediatric population,1,42,"R Kamaleswaran, O Akbilgic…",Applying artificial intelligence to identify physiomarkers predicting severe sepsis in the PICU,2018,… Medicine| Society of …,cdn.journals.lww.com,https://cdn.journals.lww.com/pccmjournal/Fulltext/2018/10000/Applying_Artificial_Intelligence_to_Identify.23.aspx,"https://scholar.google.com/scholar?cites=16452829572899418232&as_sdt=2005&sciodt=0,5&hl=en",188,2020-07-21 11:39:01,,,,42,21,14,3,2,Objectives: We used artificial intelligence to develop a novel algorithm using physiomarkers to pr.
No,"Preprint, Out of scope",No,No,Out of scope: Heart rate variability,1,0,"R Kamaleswaran, O Sadan, P Kandiah, Q Li, JM Blum…",Changes in non-linear and time-domain heart rate variability indices between critically ill COVID-19 and all-cause sepsis patients-a retrospective study,2020,medRxiv,medrxiv.org,https://www.medrxiv.org/content/10.1101/2020.06.05.20123752v1.abstract,,518,2020-07-21 11:39:01,,,,0,0,0,6,1,"… Kamaleswaran,R., Akbilgic,O., Hallman,MA, West,AN, Davis,RL and Shah,SH (2018) Applying Artificial Intelligence to Identify … Stanley,MD, Sadiq,I., Li,Q., Holder,A., Clifford,GD and Nemati,S. (2017) Early sepsis detection in critical … 2012) Scikit-learn: Machine Learning in Python …"
No,Not about Sepsis Prediction,No,No,Commentary/Opinion/Editorial,1,1,"R Koszalinski, V Tansakul, A Khojandi…","Missing data, data cleansing, and treatment from a primary study: Implications for predictive models",2018,CIN: Computers …,journals.lww.com,"https://journals.lww.com/cinjournal/FullText/2018/08000/Missing_Data,_Data_Cleansing,_and_Treatment_From_a.1.aspx","https://scholar.google.com/scholar?cites=18102982759270372484&as_sdt=2005&sciodt=0,5&hl=en",330,2020-07-21 11:39:01,,,,1,0.5,0,4,2,"You may be trying to access this site from a secured browser on the server. Please enable scripts and reload this page. Log in. Login. No user account? Register for free. Register for free. Lippincott Journals Subscribers, use …"
No,Patent,No,No,Patent,1,4,"R Langley, S Kingsmore, B Chen…",Methods for Diagnosis of Sepsis and Risk of Death,2010,US Patent App. 12 …,Google Patents,https://patents.google.com/patent/US20100273207A1/en,"https://scholar.google.com/scholar?cites=15854383139507749023&as_sdt=2005&sciodt=0,5&hl=en",679,2020-07-21 11:39:01,,,,4,0.4,1,4,10,US20100273207A1 - Methods for Diagnosis of Sepsis and Risk of Death - Google Patents. Methods for Diagnosis of Sepsis and Risk of Death. Download PDF Info. Publication number US20100273207A1. US20100273207A1 …
No,"Thesis, out of scope: ED",No,No,Thesis,1,0,R Liengsawangwong,Sepsis Screening Tool Increased the Usage of Sepsis Order Set,2019,,dc.uthsc.edu,https://dc.uthsc.edu/hiimappliedresearch/67/,,275,2020-07-21 11:39:01,,,,0,0,0,1,1,"… CDS tool for sepsis detection using SIRS criteria, as well as additional clinical and laboratory … Nemati et al. reported that the machine learning model (AI) Sepsis Expert for real-time sepsis prediction in ICU could accurately predict the onset of …"
No,"Preprint, Out of scope",No,No,Septic shock onset prediction,1,0,"R Liu, JL Greenstein, JC Fackler, MM Bembea…",Spectral Clustering of Risk Score Trajectories Stratifies Sepsis Patients by Clinical Outcome and Interventions Received,2020,medRxiv,medrxiv.org,https://www.medrxiv.org/content/10.1101/2020.03.23.20041665v2.abstract,,601,2020-07-21 11:39:01,,,,0,0,0,5,1,"Page 1. 1 Title: Spectral Clustering of Risk Score Trajectories Stratifies Sepsis Patients by Clinical Outcome and Interventions Received Authors: Ran Liu, BS1,2, Joseph L. Greenstein, PhD1, James C. Fackler, MD3,4, Melania …"
No,Out of scope: septic shock prediction,No,No,Out of scope: Septic shock,1,13,"R Liu, JL Greenstein, SJ Granite, JC Fackler…",Data-driven discovery of a novel sepsis pre-shock state predicts impending septic shock in the ICU,2019,Scientific reports,nature.com,https://www.nature.com/articles/s41598-019-42637-5,"https://scholar.google.com/scholar?cites=13717184420608282691&as_sdt=2005&sciodt=0,5&hl=en",271,2020-07-21 11:39:01,HTML,,,13,13,3,5,1,"… septic shock at some future time. We apply three different machine learning techniques to the electronic health record data of 15,930 patients in the MIMIC-III database to test this hypothesis. This novel paradigm yields improved …"
No,Preprint,No,No,Preprint (double check with Michael),1,0,"R Meng, B Soper, H Lee, VX Liu, JD Greene…",Nonstationary Multivariate Gaussian Processes for Electronic Health Records,2019,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1910.05851,,209,2020-07-21 11:39:01,,,,0,0,0,6,1,"… Gaussian processes have a long history in both spatio-temporal statistical modeling [LuttinenandIlin,2009] and in machine learning [Rasmussen and … Online MTGPs were combined with RNN classifiers for early sepsis prediction in hospital patients in [Futoma et al., 2017b …"
No,Abstract (Physionet Challenge),No,No,"Physiochallenge, insufficient data (discuss with Michael)",1,0,"R Pawar, J Bone, JM Ansermino…",An algorithm for early detection of sepsis using traditional statistical regression modeling,2019,2019 Computing in …,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005699/,,136,2020-07-21 11:39:01,,,,0,0,0,4,1,"… develop and evaluate a simple algorithm, using logistic regression, for early sepsis detection in adult … goal of this model building study was to create a sepsis prediction model, which … Ghassemi, S. Nemati, KE Niehaus, DA Clifton, and GD Clifford, “Machine learning and decision …"
No,Patent,No,No,Patent,1,0,R Ringold,Method and system for detecting and differentiating cancer and sepsis in mammals using biomarkers,2015,"US Patent 8,940,869",Google Patents,https://patents.google.com/patent/US8940869B2/en,,672,2020-07-21 11:39:01,,,,0,0,0,1,5,US8940869B2 - Method and system for detecting and differentiating cancer and sepsis in mammals using biomarkers - Google Patents. Method and system for detecting and differentiating cancer and sepsis in mammals using biomarkers. Download PDF Info …
No,Out of scope: not about sepsis onset prediction,No,No,"Out of scope: Sepsis, Kidney-Sepsis-Mortality, Heart-Sepsis-Mortality, and Parkinson Progression.",1,0,"R Ryan, H Zhao, M Shao",CTC-Attention based Non-Parametric Inference Modeling for Clinical State Progression,2019,… Conference on Big Data (Big Data),ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/9005602/,,636,2020-07-21 11:39:01,,,,0,0,0,3,1,… Abstract—Predictive modeling of patient state to state medical conditions in ICU is a critical yet challenging task in health informatics and machine learning. Prior critical stages from the same ICU admission may contribute differently to the next stages …
No,Not about Sepsis Prediction,No,No,Out of scope,1,0,"R Schweizer, D Rittirsch, N Fuchs, M Waldner",Pancreatic Stone Protein Predicts Sepsis in Severely Burned Patients Irrespective of Trauma Severity,,researchgate.net,,https://www.researchgate.net/profile/Holger_Klein2/publication/338687750_Pancreatic_Stone_Protein_Predicts_Sepsis_in_Severely_Burned_Patients_Irrespective_of_Trauma_Severity_A_Monocentric_Observational_Study/links/5e2d56614585150ee7838538/Pancreatic-Stone-Protein-Predicts-Sepsis-in-Severely-Burned-Patients-Irrespective-of-Trauma-Severity-A-Monocentric-Observational-Study.pdf,,445,2020-07-21 11:39:01,PDF,,,0,0,0,4,,"… Accurate biomarkers are urgently needed to support sepsis detection before patients' clinical deterioration … sepsis represents an intricate endeavor.43 The implementation of novel fields, such as bioinformatics, computational biology, and machine learning, into sepsis research …"
No,Patent,No,No,Patent,1,0,"R Shah, B Liang, B Sutorius, K Wolfe…",System and method for disease risk assessment and treatment,2017,US Patent App. 15 …,Google Patents,https://patents.google.com/patent/US20170325749A1/en,,606,2020-07-21 11:39:01,,,,0,0,0,5,3,US20170325749A1 - System and method for disease risk assessment and treatment - Google Patents. System and method for disease risk assessment and treatment. Download PDF Info. Publication number US20170325749A1 …
No,Not peer reviewed,No,No,"Not peer reviewed, website",1,0,"R Sherwin, CDRD Wyatt",of Project,,digital.ahrq.gov,,https://digital.ahrq.gov/sites/default/files/docs/citation/r21hs024750-sherwin-final-report-2019.pdf,,506,2020-07-21 11:39:01,PDF,,,0,0,0,2,,… We proposed to substantially improve SA through such artificial intelligence techniques as fuzzy logic (for handling ambiguity and uncertainties … using MATLAB Classification Learner we compared performance of this model to 23 separate dedicated machine learning techniques …
No,Not about Sepsis Prediction,No,No,Out of scope: Orthopedics,1,0,"R Stehrer, L Hingsammer, C Staudigl, S Hunger…",Machine learning based prediction of perioperative blood loss in orthognathic surgery,2019,Journal of Cranio …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1010518219305293,,381,2020-07-21 11:39:01,HTML,,,0,0,0,5,1,"… In the last few years a branch of artificial intelligence (the so-called “machine learning”) evolved, enabling … Different machine learning algorithms have since been used in several medical fields, eg cancer diagnosis (Cruz and Wishart, 2007), sepsis prediction (Islam et al …"
No,Not about Sepsis Prediction,No,No,Out of scope: Transplant recipient,1,0,"R Tamari, C Cho, P Hilden, M Maloy, T Borrill…",Early CMV Reactivation Adversely Impacts Blood Counts Recovery at 1 Year Post-Transplant in Recipients of CD34+ Selected Graft,2018,Biology of Blood and …,bbmt.org,https://www.bbmt.org/article/S1083-8791(17)31353-8/abstract,,211,2020-07-21 11:39:01,CITATION,,,0,0,0,6,2,"… critical. Herein, we de- veloped and validated a machine-learning based sepsis prediction model for patients who underwent HCT at our center, using variables within the Electronic Health Record (EMR) data. We evaluated …"
No,Out of scope: Not about sepsis onset prediction with ML,No,No,Out of scope: Not related to sepsis onset,1,0,"R Topiwala, K Patel, J Twigg, J Rhule…",Retrospective Observational Study of the Clinical Performance Characteristics of a Machine Learning Approach to Early Sepsis Identification,2019,Critical Care …,ncbi.nlm.nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7063939/,,82,2020-07-21 11:39:01,HTML,,,0,0,0,5,1,"… Accessed May 19, 2019. 6. McCoy A, Das R. Reducing patient mortality, length of stay and readmissions through machine learning-based sepsis prediction in the emergency department, intensive care unit and hospital floor units. BMJ Open Qual. 2017;6:e000158 …"
No,Out of scope: Not about sepsis onset prediction,No,No,"Physiochallenge, insufficient data (discuss with Michael)",1,1,"R Umberger, CY Indranoi, M Simpson…",Enhanced screening and research data collection via automated EHR data capture and early identification of sepsis,2019,SAGE Open …,journals.sagepub.com,https://journals.sagepub.com/doi/abs/10.1177/2377960819850972,"https://scholar.google.com/scholar?cites=7664783808652035817&as_sdt=2005&sciodt=0,5&hl=en",513,2020-07-21 11:39:01,,,,1,1,0,4,1,"Clinical research in sepsis patients often requires gathering large amounts of longitudinal information. The electronic health record can be used to identify patients with sepsis, improve participa..."
No,Pediatric,No,No,Out of scope; pediatric population,1,0,"R Vázquez-López, O Rivero Rojas, A Ibarra Moreno…",Antibiotic-Resistant Septicemia in Pediatric Oncology Patients Associated with Post-Therapeutic Neutropenic Fever,2019,Antibiotics,mdpi.com,https://www.mdpi.com/2079-6382/8/3/106,,288,2020-07-21 11:39:01,,,,0,0,0,4,1,"… Therefore, efforts must aim to limit the progression of sepsis conditions, applying the most recommended therapeutic regimens as soon as the initial risk factors are clinically evident—or even before they are, as when taking advantage of machine learning prediction systems to …"
No,Review,No,No,Review,1,8,"RD Kindle, O Badawi, LA Celi…","Intensive care unit telemedicine in the era of big data, artificial intelligence, and computer clinical decision support systems",2019,Critical care …,criticalcare.theclinics.com,https://www.criticalcare.theclinics.com/article/S0749-0704(19)30018-1/abstract,"https://scholar.google.com/scholar?cites=14160286586701243241&as_sdt=2005&sciodt=0,5&hl=en",79,2020-07-21 11:39:01,,,,8,8,2,4,1,"… and Management Physiologic Instability Alerts Intensive Care Unit Readmission Risk Future telemedicine intensive care unit applications of machine learning Sepsis Prediction Sepsis Management … Machine learning algorithms exist for sepsis detection, sepsis management …"
No,Out of scope: Guideline,No,No,Out of scope: Guidelines,1,0,"RG Rosa, C Teixeira, M Sjoding",Novel approaches to facilitate the implementation of guidelines in the ICU,2020,Journal of Critical Care,Elsevier,https://www.sciencedirect.com/science/article/pii/S0883944120306183,,242,2020-07-21 11:39:01,HTML,,,0,0,0,3,1,"… Accordingly, a 2017 randomized clinical trial showed lower length of ICU stay and in-hospital mortality among adult patients with the use of a machine learning-based sepsis prediction system associated with a care team alert [50] …"
